Bellarmine,//www.tfrrs.org/teams/KY_college_f_Bellarmine.html
Belmont,//www.tfrrs.org/teams/TN_college_m_Belmont.html
Belmont,//www.tfrrs.org/teams/TN_college_f_Belmont.html
Belmont Abbey,//www.tfrrs.org/teams/NC_college_m_Belmont_Abbey.html
Belmont Abbey,//www.tfrrs.org/teams/NC_college_f_Belmont_Abbey.html
Beloit,//www.tfrrs.org/teams/WI_college_m_Beloit.html
Beloit,//www.tfrrs.org/teams/WI_college_f_Beloit.html
Bemidji State,//www.tfrrs.org/teams/MN_college_m_Bemidji_St.html
Bemidji State,//www.tfrrs.org/teams/MN_college_f_Bemidji_St.html
Benedict,//www.tfrrs.org/teams/SC_college_m_Benedict.html
Benedict,//www.tfrrs.org/teams/SC_college_f_Benedict.html
Benedictine (Ill.),//www.tfrrs.org/teams/IL_college_m_Benedictine_IL.html
Benedictine (Ill.),//www.tfrrs.org/teams/IL_college_f_Benedictine_IL.html
Benedictine University (Club),//www.tfrrs.org/teams/xc/52948.html
Benedictine University (Club),//www.tfrrs.org/teams/xc/52949.html
Bentley,//www.tfrrs.org/teams/MA_college_m_Bentley.html
Bentley,//www.tfrrs.org/teams/MA_college_f_Bentley.html
Berea,//www.tfrrs.org/teams/KY_college_m_Berea.html
Berea,//www.tfrrs.org/teams/KY_college_f_Berea.html
Berry,//www.tfrrs.org/teams/GA_college_m_Berry.html
Berry,//www.tfrrs.org/teams/GA_college_f_Berry.html
Bethany (W.V.),//www.tfrrs.org/teams/WV_college_m_Bethany_WV.html
Bethany (W.V.),//www.tfrrs.org/teams/WV_college_f_Bethany_WV.html
Bethany Lutheran,//www.tfrrs.org/teams/MN_college_m_Bethany_Lutheran.html
Bethany Lutheran,//www.tfrrs.org/teams/MN_college_f_Bethany_Lutheran.html
Bethel (Minn.),//www.tfrrs.org/teams/MN_college_m_Bethel_MN.html
Bethel (Minn.),//www.tfrrs.org/teams/MN_college_f_Bethel_MN.html
Bethune-Cookman,//www.tfrrs.org/teams/FL_college_m_Bethune_Cookman.html
Bethune-Cookman,//www.tfrrs.org/teams/FL_college_f_Bethune_Cookman.html
Binghamton,//www.tfrrs.org/teams/NY_college_m_Binghamton.html
Binghamton,//www.tfrrs.org/teams/NY_college_f_Binghamton.html
Biola,//www.tfrrs.org/teams/CA_college_m_Biola.html
Biola,//www.tfrrs.org/teams/CA_college_f_Biola.html
Birmingham-Southern,//www.tfrrs.org/teams/AL_college_m_Birmingham_Southern.html
Birmingham-Southern,//www.tfrrs.org/teams/AL_college_f_Birmingham_Southern.html
Black Hills St.,//www.tfrrs.org/teams/SD_college_m_Black_Hills_St.html
Black Hills St.,//www.tfrrs.org/teams/SD_college_f_Black_Hills_St.html
Blackburn,//www.tfrrs.org/teams/IL_college_m_Blackburn.html
Blackburn,//www.tfrrs.org/teams/IL_college_f_Blackburn.html
Bloomfield,//www.tfrrs.org/teams/NJ_college_m_Bloomfield.html
Bloomfield,//www.tfrrs.org/teams/NJ_college_f_Bloomfield.html
Bloomsburg,//www.tfrrs.org/teams/PA_college_m_Bloomsburg.html
Bloomsburg,//www.tfrrs.org/teams/PA_college_f_Bloomsburg.html
Bluefield St.,//www.tfrrs.org/teams/WV_college_m_Bluefield_St.html
Bluefield St.,//www.tfrrs.org/teams/WV_college_f_Bluefield_St.html
Bluffton,//www.tfrrs.org/teams/OH_college_m_Bluffton.html
Bluffton,//www.tfrrs.org/teams/OH_college_f_Bluffton.html
Boise State,//www.tfrrs.org/teams/ID_college_m_Boise_State.html
Boise State,//www.tfrrs.org/teams/ID_college_f_Boise_State.html
Boston College,//www.tfrrs.org/teams/MA_college_m_Boston_College.html
Boston College,//www.tfrrs.org/teams/MA_college_f_Boston_College.html
Boston University,//www.tfrrs.org/teams/MA_college_m_Boston_U.html
Boston University,//www.tfrrs.org/teams/MA_college_f_Boston_U.html
Bowdoin,//www.tfrrs.org/teams/ME_college_m_Bowdoin.html
Bowdoin,//www.tfrrs.org/teams/ME_college_f_Bowdoin.html
Bowie State,//www.tfrrs.org/teams/MD_college_m_Bowie_State.html
Bowie State,//www.tfrrs.org/teams/MD_college_f_Bowie_State.html
Bowling Green,//www.tfrrs.org/teams/OH_college_m_Bowling_Green.html
Bowling Green,//www.tfrrs.org/teams/OH_college_f_Bowling_Green.html
Bradley,//www.tfrrs.org/teams/IL_college_m_Bradley.html
Bradley,//www.tfrrs.org/teams/IL_college_f_Bradley.html
Brandeis,//www.tfrrs.org/teams/MA_college_m_Brandeis.html
Brandeis,//www.tfrrs.org/teams/MA_college_f_Brandeis.html
Brevard,//www.tfrrs.org/teams/NC_college_m_Brevard.html
Brevard,//www.tfrrs.org/teams/NC_college_f_Brevard.html
Bridgeport,//www.tfrrs.org/teams/CT_college_m_Bridgeport.html
Bridgeport,//www.tfrrs.org/teams/CT_college_f_Bridgeport.html
Bridgewater (Va.),//www.tfrrs.org/teams/VA_college_m_Bridgewater.html
Bridgewater (Va.),//www.tfrrs.org/teams/VA_college_f_Bridgewater.html
Bridgewater St.,//www.tfrrs.org/teams/MA_college_m_Bridgewater_St.html
Bridgewater St.,//www.tfrrs.org/teams/MA_college_f_Bridgewater_St.html
Brockport St.,//www.tfrrs.org/teams/NY_college_m_Brockport_St.html
Brockport St.,//www.tfrrs.org/teams/NY_college_f_Brockport_St.html
Bronx CC,//www.tfrrs.org/teams/NY_jcollege_m_Bronx_CC.html
Bronx CC,//www.tfrrs.org/teams/NY_jcollege_f_Bronx_CC.html
Brooklyn,//www.tfrrs.org/teams/NY_college_m_Brooklyn.html
Brooklyn,//www.tfrrs.org/teams/NY_college_f_Brooklyn.html
Brown,//www.tfrrs.org/teams/RI_college_m_Brown.html
Brown,//www.tfrrs.org/teams/RI_college_f_Brown.html
Bryant,//www.tfrrs.org/teams/RI_college_m_Bryant.html
Bryant,//www.tfrrs.org/teams/RI_college_f_Bryant.html
Bryn Athyn,//www.tfrrs.org/teams/xc/PA_college_m_Bryn_Athyn.html
Bryn Athyn,//www.tfrrs.org/teams/xc/PA_college_f_Bryn_Athyn.html
Bucknell,//www.tfrrs.org/teams/PA_college_m_Bucknell.html
Bryn Mawr,//www.tfrrs.org/teams/PA_college_f_Bryn_Mawr.html
Buena Vista,//www.tfrrs.org/teams/IA_college_m_Buena_Vista.html
Bucknell,//www.tfrrs.org/teams/PA_college_f_Bucknell.html
Buffalo,//www.tfrrs.org/teams/NY_college_m_Buffalo.html
Buena Vista,//www.tfrrs.org/teams/IA_college_f_Buena_Vista.html
Buffalo State,//www.tfrrs.org/teams/NY_college_m_Buffalo_State.html
Buffalo,//www.tfrrs.org/teams/NY_college_f_Buffalo.html
Butler,//www.tfrrs.org/teams/IN_college_m_Butler.html
Buffalo State,//www.tfrrs.org/teams/NY_college_f_Buffalo_State.html
CBU,//www.tfrrs.org/teams/CA_college_m_California_Baptist.html
Butler,//www.tfrrs.org/teams/IN_college_f_Butler.html
CCNY,//www.tfrrs.org/teams/NY_college_m_CCNY.html
CBU,//www.tfrrs.org/teams/CA_college_f_California_Baptist.html
CSU Bakersfield,//www.tfrrs.org/teams/CA_college_m_Cal_St_Bakersfield.html
CCNY,//www.tfrrs.org/teams/NY_college_f_CCNY.html
CSU-Pueblo,//www.tfrrs.org/teams/CO_college_m_Colorado_St_Pueblo.html
CSU Bakersfield,//www.tfrrs.org/teams/CA_college_f_Cal_St_Bakersfield.html
CSUN,//www.tfrrs.org/teams/CA_college_m_Cal_St_Northridge.html
CSU-Pueblo,//www.tfrrs.org/teams/CO_college_f_Colorado_St_Pueblo.html
Cabrini,//www.tfrrs.org/teams/PA_college_m_Cabrini.html
CSUN,//www.tfrrs.org/teams/CA_college_f_Cal_St_Northridge.html
Cairn,//www.tfrrs.org/teams/xc/PA_college_m_Philadelphia_Biblical.html
Cabrini,//www.tfrrs.org/teams/PA_college_f_Cabrini.html
Cal Lutheran,//www.tfrrs.org/teams/CA_college_m_Cal_Lutheran.html
Cairn,//www.tfrrs.org/teams/xc/PA_college_f_Philadelphia_Biblical.html
Cal Poly,//www.tfrrs.org/teams/CA_college_m_Cal_Poly.html
Cal Lutheran,//www.tfrrs.org/teams/CA_college_f_Cal_Lutheran.html
Cal Poly Pomona,//www.tfrrs.org/teams/CA_college_m_Cal_Poly_Pomona.html
Cal Poly,//www.tfrrs.org/teams/CA_college_f_Cal_Poly.html
Cal St. Dom. Hills,//www.tfrrs.org/teams/CA_college_m_Cal_St_Dom_Hills.html
Cal Poly Pomona,//www.tfrrs.org/teams/CA_college_f_Cal_Poly_Pomona.html
Cal St. East Bay,//www.tfrrs.org/teams/CA_college_m_Cal_St_East_Bay.html
Cal St. Dom. Hills,//www.tfrrs.org/teams/CA_college_f_Cal_St_Dom_Hills.html
Cal St. Fullerton,//www.tfrrs.org/teams/CA_college_m_Cal_St_Fullerton.html
Cal St. East Bay,//www.tfrrs.org/teams/CA_college_f_Cal_St_East_Bay.html
Cal St. Los Angeles,//www.tfrrs.org/teams/CA_college_m_Cal_St_Los_Angeles.html
Cal St. Fullerton,//www.tfrrs.org/teams/CA_college_f_Cal_St_Fullerton.html
Cal St. Monterey Bay,//www.tfrrs.org/teams/CA_college_m_Cal_St_Monterey_Bay.html
Cal St. Los Angeles,//www.tfrrs.org/teams/CA_college_f_Cal_St_Los_Angeles.html
Cal St. San B'dino,//www.tfrrs.org/teams/CA_college_m_Cal_St_San_Bdino.html
Cal St. Monterey Bay,//www.tfrrs.org/teams/CA_college_f_Cal_St_Monterey_Bay.html
Cal St. San Marcos,//www.tfrrs.org/teams/CA_college_m_Cal_St_San_Marcos.html
Cal St. San B'dino,//www.tfrrs.org/teams/CA_college_f_Cal_St_San_Bdino.html
Caldwell,//www.tfrrs.org/teams/NJ_college_m_Caldwell.html
Cal St. San Marcos,//www.tfrrs.org/teams/CA_college_f_Cal_St_San_Marcos.html
California,//www.tfrrs.org/teams/CA_college_m_California_CA.html
Caldwell,//www.tfrrs.org/teams/NJ_college_f_Caldwell.html
California (Pa.),//www.tfrrs.org/teams/PA_college_m_California_PA.html
California,//www.tfrrs.org/teams/CA_college_f_California_CA.html
Caltech,//www.tfrrs.org/teams/CA_college_m_Caltech.html
California (Pa.),//www.tfrrs.org/teams/PA_college_f_California_PA.html
Calvin,//www.tfrrs.org/teams/MI_college_m_Calvin.html
Caltech,//www.tfrrs.org/teams/CA_college_f_Caltech.html
Cameron,//www.tfrrs.org/teams/OK_college_m_Cameron.html
Calvin,//www.tfrrs.org/teams/MI_college_f_Calvin.html
Campbell,//www.tfrrs.org/teams/NC_college_m_Campbell.html
Cameron,//www.tfrrs.org/teams/OK_college_f_Cameron.html
Canisius,//www.tfrrs.org/teams/NY_college_m_Canisius.html
Campbell,//www.tfrrs.org/teams/NC_college_f_Campbell.html
Capital,//www.tfrrs.org/teams/OH_college_m_Capital.html
Canisius,//www.tfrrs.org/teams/NY_college_f_Canisius.html
Carleton,//www.tfrrs.org/teams/MN_college_m_Carleton.html
Capital,//www.tfrrs.org/teams/OH_college_f_Capital.html
Carnegie Mellon,//www.tfrrs.org/teams/PA_college_m_Carnegie_Mellon.html
Carleton,//www.tfrrs.org/teams/MN_college_f_Carleton.html
Carroll (Wis.),//www.tfrrs.org/teams/WI_college_m_Carroll_WI.html
Carnegie Mellon,//www.tfrrs.org/teams/PA_college_f_Carnegie_Mellon.html
Carson-Newman,//www.tfrrs.org/teams/TN_college_m_Carson_Newman.html
Carroll (Wis.),//www.tfrrs.org/teams/WI_college_f_Carroll_WI.html
Carthage,//www.tfrrs.org/teams/WI_college_m_Carthage.html
Carson-Newman,//www.tfrrs.org/teams/TN_college_f_Carson_Newman.html
Case Western,//www.tfrrs.org/teams/OH_college_m_Case_Western.html
Carthage,//www.tfrrs.org/teams/WI_college_f_Carthage.html
Castleton University,//www.tfrrs.org/teams/VT_college_m_Castleton_State.html
Case Western,//www.tfrrs.org/teams/OH_college_f_Case_Western.html
Catawba,//www.tfrrs.org/teams/NC_college_m_Catawba.html
Castleton University,//www.tfrrs.org/teams/VT_college_f_Castleton_State.html
Catholic,//www.tfrrs.org/teams/DC_college_m_Catholic.html
Catawba,//www.tfrrs.org/teams/NC_college_f_Catawba.html
Cazenovia,//www.tfrrs.org/teams/NY_college_m_Cazenovia.html
Catholic,//www.tfrrs.org/teams/DC_college_f_Catholic.html
Cedar Crest,//www.tfrrs.org/teams/PA_college_m_Cedar_Crest.html
Cazenovia,//www.tfrrs.org/teams/NY_college_f_Cazenovia.html
Cedarville,//www.tfrrs.org/teams/OH_college_m_Cedarville.html
Cedar Crest,//www.tfrrs.org/teams/PA_college_f_Cedar_Crest.html
Centenary (La.),//www.tfrrs.org/teams/LA_college_m_Centenary_LA.html
Cedarville,//www.tfrrs.org/teams/OH_college_f_Cedarville.html
Centenary (N.J.),//www.tfrrs.org/teams/NJ_college_m_Centenary_NJ.html
Centenary (La.),//www.tfrrs.org/teams/LA_college_f_Centenary_LA.html
Central Arkansas,//www.tfrrs.org/teams/AR_college_m_Central_Arkansas.html
Centenary (N.J.),//www.tfrrs.org/teams/NJ_college_f_Centenary_NJ.html
Central College,//www.tfrrs.org/teams/IA_college_m_Central_College.html
Central Arkansas,//www.tfrrs.org/teams/AR_college_f_Central_Arkansas.html
Central Connecticut,//www.tfrrs.org/teams/CT_college_m_Central_Connecticut.html
Central College,//www.tfrrs.org/teams/IA_college_f_Central_College.html
Central Michigan,//www.tfrrs.org/teams/MI_college_m_Central_Michigan.html
Central Connecticut,//www.tfrrs.org/teams/CT_college_f_Central_Connecticut.html
Central Missouri,//www.tfrrs.org/teams/MO_college_m_Central_Missouri.html
Central Michigan,//www.tfrrs.org/teams/MI_college_f_Central_Michigan.html
Central Oklahoma,//www.tfrrs.org/teams/OK_college_m_Central_Oklahoma.html
Central Missouri,//www.tfrrs.org/teams/MO_college_f_Central_Missouri.html
Central St.,//www.tfrrs.org/teams/xc/OH_college_m_Central_State.html
Central Oklahoma,//www.tfrrs.org/teams/OK_college_f_Central_Oklahoma.html
Central State,//www.tfrrs.org/teams/OH_college_m_Central_State.html
Central St.,//www.tfrrs.org/teams/xc/OH_college_f_Central_State.html
Central Washington,//www.tfrrs.org/teams/WA_college_m_Central_Washington.html
Central State,//www.tfrrs.org/teams/OH_college_f_Central_State.html
Centre,//www.tfrrs.org/teams/KY_college_m_Centre.html
Central Washington,//www.tfrrs.org/teams/WA_college_f_Central_Washington.html
Chadron State,//www.tfrrs.org/teams/NE_college_m_Chadron_State.html
Centre,//www.tfrrs.org/teams/KY_college_f_Centre.html
Chaminade,//www.tfrrs.org/teams/HI_college_m_Chaminade.html
Chadron State,//www.tfrrs.org/teams/NE_college_f_Chadron_State.html
Chapman,//www.tfrrs.org/teams/CA_college_m_Chapman.html
Chaminade,//www.tfrrs.org/teams/HI_college_f_Chaminade.html
Charleston (W.V.),//www.tfrrs.org/teams/WV_college_m_Charleston.html
Chapman,//www.tfrrs.org/teams/CA_college_f_Chapman.html
Charleston Southern,//www.tfrrs.org/teams/SC_college_m_Charleston_Southern.html
Charleston (W.V.),//www.tfrrs.org/teams/WV_college_f_Charleston.html
Charlotte,//www.tfrrs.org/teams/NC_college_m_Charlotte.html
Charleston Southern,//www.tfrrs.org/teams/SC_college_f_Charleston_Southern.html
Chatham,//www.tfrrs.org/teams/PA_college_m_Chatham.html
Charlotte,//www.tfrrs.org/teams/NC_college_f_Charlotte.html
Chattanooga,//www.tfrrs.org/teams/xc/TN_college_m_Chattanooga.html
Chatham,//www.tfrrs.org/teams/PA_college_f_Chatham.html
Chestnut Hill,//www.tfrrs.org/teams/PA_college_m_Chestnut_Hill.html
Chattanooga,//www.tfrrs.org/teams/xc/TN_college_f_Chattanooga.html
Cheyney,//www.tfrrs.org/teams/PA_college_m_Cheyney.html
Chestnut Hill,//www.tfrrs.org/teams/PA_college_f_Chestnut_Hill.html
Chicago State,//www.tfrrs.org/teams/IL_college_m_Chicago_State.html
Cheyney,//www.tfrrs.org/teams/PA_college_f_Cheyney.html
Chico State,//www.tfrrs.org/teams/CA_college_m_Chico_State.html
Chicago State,//www.tfrrs.org/teams/IL_college_f_Chicago_State.html
Chowan,//www.tfrrs.org/teams/NC_college_m_Chowan.html
Chico State,//www.tfrrs.org/teams/CA_college_f_Chico_State.html
Christian Bros.,//www.tfrrs.org/teams/TN_college_m_Christian_Bros.html
Chowan,//www.tfrrs.org/teams/NC_college_f_Chowan.html
Christopher Newport,//www.tfrrs.org/teams/VA_college_m_Christopher_Newport.html
Christian Bros.,//www.tfrrs.org/teams/TN_college_f_Christian_Bros.html
Cincinnati,//www.tfrrs.org/teams/OH_college_m_Cincinnati.html
Christopher Newport,//www.tfrrs.org/teams/VA_college_f_Christopher_Newport.html
Citadel,//www.tfrrs.org/teams/SC_college_m_Citadel.html
Cincinnati,//www.tfrrs.org/teams/OH_college_f_Cincinnati.html
City Tech,//www.tfrrs.org/teams/NY_college_m_City_Tech.html
Citadel,//www.tfrrs.org/teams/SC_college_f_Citadel.html
Claflin,//www.tfrrs.org/teams/SC_college_m_Claflin.html
City Tech,//www.tfrrs.org/teams/NY_college_f_City_Tech.html
Claremont-Mudd-Scripps,//www.tfrrs.org/teams/CA_college_m_Claremont_Mudd_Scripps.html
Claflin,//www.tfrrs.org/teams/SC_college_f_Claflin.html
